#            p            T             LColl
  1.0000000000 0.0100000000 -2.0452505319e-03
  1.0000000000 0.0610256410  3.8722214683e-02
  1.0000000000 0.1120512821  4.5453982139e-02
  1.0000000000 0.1630769231  4.9232442589e-02
  1.0000000000 0.2141025641  5.2955792892e-02
  1.0000000000 0.2651282051  5.8544167756e-02
  1.0000000000 0.3161538462  6.6383094233e-02
  1.0000000000 0.3671794872  7.6162871283e-02
  1.0000000000 0.4182051282  8.7456374939e-02
  1.0000000000 0.4692307692  9.9894716804e-02
  1.0000000000 0.5202564103  1.1322803885e-01
  1.0000000000 0.5712820513  1.2707733448e-01
  1.0000000000 0.6223076923  1.4117114374e-01
  1.0000000000 0.6733333333  1.5530550540e-01
  1.0000000000 0.7243589744  1.6921794686e-01
  1.0000000000 0.7753846154  1.8277240320e-01
  1.0000000000 0.8264102564  1.9578927294e-01
  1.0000000000 0.8774358974  2.0814780231e-01
  1.0000000000 0.9284615385  2.1983180015e-01
  1.0000000000 0.9794871795  2.3065603387e-01
  1.0000000000 1.0305128205  2.4053460392e-01
  1.0000000000 1.0815384615  2.4953951273e-01
  1.0000000000 1.1325641026  2.5755778793e-01
  1.0000000000 1.1835897436  2.6468928579e-01
  1.0000000000 1.2346153846  2.7091659647e-01
  1.0000000000 1.2856410256  2.7625502913e-01
  1.0000000000 1.3366666667  2.8074317712e-01
  1.0000000000 1.3876923077  2.8438771187e-01
  1.0000000000 1.4387179487  2.8728780769e-01
  1.0000000000 1.4897435897  2.8943933689e-01
  1.0000000000 1.5407692308  2.9091273642e-01
  1.0000000000 1.5917948718  2.9173376666e-01
  1.0000000000 1.6428205128  2.9197904582e-01
  1.0000000000 1.6938461538  2.9163928263e-01
  1.0000000000 1.7448717949  2.9080678206e-01
  1.0000000000 1.7958974359  2.8949446943e-01
  1.0000000000 1.8469230769  2.8774265432e-01
  1.0000000000 1.8979487179  2.8556543771e-01
  1.0000000000 1.9489743590  2.8302871385e-01
  1.0000000000 2.0000000000  2.8020335916e-01
  2.1384383409 0.0100000000 -1.9716951984e-02
  2.1384383409 0.0610256410  7.8649807552e-02
  2.1384383409 0.1120512821  1.2790353113e-01
  2.1384383409 0.1630769231  1.7334949383e-01
  2.1384383409 0.2141025641  2.0220134768e-01
  2.1384383409 0.2651282051  2.2048567317e-01
  2.1384383409 0.3161538462  2.3211333014e-01
  2.1384383409 0.3671794872  2.4074172523e-01
  2.1384383409 0.4182051282  2.4894184886e-01
  2.1384383409 0.4692307692  2.5818635751e-01
  2.1384383409 0.5202564103  2.6918826785e-01
  2.1384383409 0.5712820513  2.8213566756e-01
  2.1384383409 0.6223076923  2.9686004816e-01
  2.1384383409 0.6733333333  3.1290331490e-01
  2.1384383409 0.7243589744  3.2980084747e-01
  2.1384383409 0.7753846154  3.4710557053e-01
  2.1384383409 0.8264102564  3.6439235986e-01
  2.1384383409 0.8774358974  3.8126139564e-01
  2.1384383409 0.9284615385  3.9732569455e-01
  2.1384383409 0.9794871795  4.1233966356e-01
  2.1384383409 1.0305128205  4.2606390227e-01
  2.1384383409 1.0815384615  4.3833118531e-01
  2.1384383409 1.1325641026  4.4903068980e-01
  2.1384383409 1.1835897436  4.5813501212e-01
  2.1384383409 1.2346153846  4.6558830200e-01
  2.1384383409 1.2856410256  4.7141564129e-01
  2.1384383409 1.3366666667  4.7560271200e-01
  2.1384383409 1.3876923077  4.7818654415e-01
  2.1384383409 1.4387179487  4.7922708564e-01
  2.1384383409 1.4897435897  4.7872092978e-01
  2.1384383409 1.5407692308  4.7672986492e-01
  2.1384383409 1.5917948718  4.7336857227e-01
  2.1384383409 1.6428205128  4.6870529179e-01
  2.1384383409 1.6938461538  4.6285180063e-01
  2.1384383409 1.7448717949  4.5603097095e-01
  2.1384383409 1.7958974359  4.4864856271e-01
  2.1384383409 1.8469230769  4.4080225748e-01
  2.1384383409 1.8979487179  4.3257965055e-01
  2.1384383409 1.9489743590  4.2405976328e-01
  2.1384383409 2.0000000000  4.1531338171e-01
  3.2768766818 0.0100000000 -1.3980268082e-01
  3.2768766818 0.0610256410  9.4729880261e-02
  3.2768766818 0.1120512821  1.5997122496e-01
  3.2768766818 0.1630769231  2.3529350497e-01
  3.2768766818 0.2141025641  3.1650319936e-01
  3.2768766818 0.2651282051  3.9280803400e-01
  3.2768766818 0.3161538462  4.4603714812e-01
  3.2768766818 0.3671794872  4.8232213337e-01
  3.2768766818 0.4182051282  5.0949222137e-01
  3.2768766818 0.4692307692  5.2967811175e-01
  3.2768766818 0.5202564103  5.4489780685e-01
  3.2768766818 0.5712820513  5.5682116744e-01
  3.2768766818 0.6223076923  5.6667088828e-01
  3.2768766818 0.6733333333  5.7531072076e-01
  3.2768766818 0.7243589744  5.8328846537e-01
  3.2768766818 0.7753846154  5.9080194383e-01
  3.2768766818 0.8264102564  5.9788562488e-01
  3.2768766818 0.8774358974  6.0442294240e-01
  3.2768766818 0.9284615385  6.1020009791e-01
