collision_system: Pb+Pb
collision_energy: 5.02TeV
particle_type: UpBar
centrality: 30-40%
 12.8367346939 4.8726743199 0.2305855492
 12.8367346939 5.0009025914 0.2340779380
 12.8367346939 5.1291308630 0.2401180392
 12.8367346939 5.2573591346 0.2480871883
 12.8367346939 5.3855874062 0.2581596844
 12.8367346939 5.5138156777 0.2698841001
 12.8367346939 5.6420439493 0.2829212358
 12.8367346939 5.7702722209 0.2945300309
 12.8367346939 5.8985004925 0.3056574630
 12.8367346939 6.0267287640 0.3140250275
 12.8367346939 6.1549570356 0.3193475329
 12.8367346939 6.2831853072 0.3212560374
 16.7551020408 0.0000000000 0.3676618002
 16.7551020408 0.1282282716 0.3656562760
 16.7551020408 0.2564565432 0.3600590384
 16.7551020408 0.3846848147 0.3513305100
 16.7551020408 0.5129130863 0.3396021592
 16.7551020408 0.6411413579 0.3273198780
 16.7551020408 0.7693696295 0.3136333468
 16.7551020408 0.8975979010 0.3011712792
 16.7551020408 1.0258261726 0.2905077560
 16.7551020408 1.1540544442 0.2821671371
 16.7551020408 1.2822827158 0.2758509706
 16.7551020408 1.4105109873 0.2722020564
 16.7551020408 1.5387392589 0.2706447491
 16.7551020408 1.6669675305 0.2712138741
 16.7551020408 1.7951958021 0.2737020129
 16.7551020408 1.9234240736 0.2784415738
 16.7551020408 2.0516523452 0.2855516375
 16.7551020408 2.1798806168 0.2954441364
 16.7551020408 2.3081088884 0.3072431049
 16.7551020408 2.4363371599 0.3203315426
 16.7551020408 2.5645654315 0.3334350232
 16.7551020408 2.6927937031 0.3462094156
 16.7551020408 2.8210219747 0.3563865876
 16.7551020408 2.9492502462 0.3634799417
 16.7551020408 3.0774785178 0.3672310208
 16.7551020408 3.2057067894 0.3672310208
 16.7551020408 3.3339350610 0.3634799417
 16.7551020408 3.4621633325 0.3563865876
 16.7551020408 3.5903916041 0.3462094156
 16.7551020408 3.7186198757 0.3334350232
 16.7551020408 3.8468481473 0.3203315426
 16.7551020408 3.9750764188 0.3072431049
 16.7551020408 4.1033046904 0.2954441364
 16.7551020408 4.2315329620 0.2855516375
 16.7551020408 4.3597612336 0.2784415738
 16.7551020408 4.4879895051 0.2737020129
 16.7551020408 4.6162177767 0.2712138741
 16.7551020408 4.7444460483 0.2706447491
 16.7551020408 4.8726743199 0.2722020564
 16.7551020408 5.0009025914 0.2758509706
 16.7551020408 5.1291308630 0.2821671371
 16.7551020408 5.2573591346 0.2905077560
 16.7551020408 5.3855874062 0.3011712792
 16.7551020408 5.5138156777 0.3136333468
 16.7551020408 5.6420439493 0.3273198780
 16.7551020408 5.7702722209 0.3396021592
 16.7551020408 5.8985004925 0.3513305100
 16.7551020408 6.0267287640 0.3600590384
 16.7551020408 6.1549570356 0.3656562760
 16.7551020408 6.2831853072 0.3676618002
 20.6734693878 0.0000000000 0.4079755964
 20.6734693878 0.1282282716 0.4059313944
 20.6734693878 0.2564565432 0.4001764709
 20.6734693878 0.3846848147 0.3912489194
 20.6734693878 0.5129130863 0.3791903291
 20.6734693878 0.6411413579 0.3665083397
 20.6734693878 0.7693696295 0.3524653735
 20.6734693878 0.8975979010 0.3395620597
 20.6734693878 1.0258261726 0.3285508943
 20.6734693878 1.1540544442 0.3200237441
 20.6734693878 1.2822827158 0.3135673505
 20.6734693878 1.4105109873 0.3098381013
 20.6734693878 1.5387392589 0.3082772317
 20.6734693878 1.6669675305 0.3088581966
 20.6734693878 1.7951958021 0.3114327821
 20.6734693878 1.9234240736 0.3162018927
 20.6734693878 2.0516523452 0.3235192814
 20.6734693878 2.1798806168 0.3336536080
 20.6734693878 2.3081088884 0.3458003388
 20.6734693878 2.4363371599 0.3593089169
 20.6734693878 2.5645654315 0.3728211974
 20.6734693878 2.6927937031 0.3859670608
 20.6734693878 2.8210219747 0.3963849968
 20.6734693878 2.9492502462 0.4036932213
 20.6734693878 3.0774785178 0.4075145580
 20.6734693878 3.2057067894 0.4075145580
 20.6734693878 3.3339350610 0.4036932213
 20.6734693878 3.4621633325 0.3963849968
 20.6734693878 3.5903916041 0.3859670608
 20.6734693878 3.7186198757 0.3728211974
 20.6734693878 3.8468481473 0.3593089169
 20.6734693878 3.9750764188 0.3458003388
 20.6734693878 4.1033046904 0.3336536080
 20.6734693878 4.2315329620 0.3235192814
 20.6734693878 4.3597612336 0.3162018927
 20.6734693878 4.4879895051 0.3114327821
 20.6734693878 4.6162177767 0.3088581966
 20.6734693878 4.7444460483 0.3082772317
 20.6734693878 4.8726743199 0.3098381013
 20.6734693878 5.0009025914 0.3135673505
 20.6734693878 5.1291308630 0.3200237441
 20.6734693878 5.2573591346 0.3285508943
 20.6734693878 5.3855874062 0.3395620597
 20.6734693878 5.5138156777 0.3524653735
 20.6734693878 5.6420439493 0.3665083397
 20.6734693878 5.7702722209 0.3791903291
 20.6734693878 5.8985004925 0.3912489194
 20.6734693878 6.0267287640 0.4001764709
 20.6734693878 6.1549570356 0.4059313944
 20.6734693878 6.2831853072 0.4079755964
 24.5918367347 0.0000000000 0.4428641768
 24.5918367347 0.1282282716 0.4408060785
 24.5918367347 0.2564565432 0.4349931599
 24.5918367347 0.3846848147 0.4259981929
 24.5918367347 0.5129130863 0.4138123747
 24.5918367347 0.6411413579 0.4009566733
 24.5918367347 0.7693696295 0.3867700614
 24.5918367347 0.8975979010 0.3736460035
 24.5918367347 1.0258261726 0.3624854044
 24.5918367347 1.1540544442 0.3539015714
 24.5918367347 1.2822827158 0.3474075263
 24.5918367347 1.4105109873 0.3436513027
 24.5918367347 1.5387392589 0.3421108005
 24.5918367347 1.6669675305 0.3426928016
 24.5918367347 1.7951958021 0.3453069066
 24.5918367347 1.9234240736 0.3500434999
 24.5918367347 2.0516523452 0.3574424811
 24.5918367347 2.1798806168 0.3676697408
 24.5918367347 2.3081088884 0.3799523194
 24.5918367347 2.4363371599 0.3936595023
 24.5918367347 2.5645654315 0.4073476174
 24.5918367347 2.6927937031 0.4206494414
 24.5918367347 2.8210219747 0.4311471076
 24.5918367347 2.9492502462 0.4385412582
 24.5918367347 3.0774785178 0.4423760794
 24.5918367347 3.2057067894 0.4423760794
 24.5918367347 3.3339350610 0.4385412582
 24.5918367347 3.4621633325 0.4311471076
 24.5918367347 3.5903916041 0.4206494414
 24.5918367347 3.7186198757 0.4073476174
 24.5918367347 3.8468481473 0.3936595023
 24.5918367347 3.9750764188 0.3799523194
 24.5918367347 4.1033046904 0.3676697408
 24.5918367347 4.2315329620 0.3574424811
 24.5918367347 4.3597612336 0.3500434999
 24.5918367347 4.4879895051 0.3453069066
 24.5918367347 4.6162177767 0.3426928016
 24.5918367347 4.7444460483 0.3421108005
 24.5918367347 4.8726743199 0.3436513027
 24.5918367347 5.0009025914 0.3474075263
 24.5918367347 5.1291308630 0.3539015714
 24.5918367347 5.2573591346 0.3624854044
 24.5918367347 5.3855874062 0.3736460035
 24.5918367347 5.5138156777 0.3867700614
 24.5918367347 5.6420439493 0.4009566733
 24.5918367347 5.7702722209 0.4138123747
 24.5918367347 5.8985004925 0.4259981929
 24.5918367347 6.0267287640 0.4349931599
 24.5918367347 6.1549570356 0.4408060785
 24.5918367347 6.2831853072 0.4428641768
 28.5102040816 0.0000000000 0.4735549570
 28.5102040816 0.1282282716 0.4715029344
 28.5102040816 0.2564565432 0.4656842830
 28.5102040816 0.3846848147 0.4566903317
 28.5102040816 0.5129130863 0.4444856272
 28.5102040816 0.6411413579 0.4315769173
 28.5102040816 0.7693696295 0.4173729924
 28.5102040816 0.8975979010 0.4041649810
 28.5102040816 1.0258261726 0.3929626761
 28.5102040816 1.1540544442 0.3843885531
 28.5102040816 1.2822827158 0.3779083267
 28.5102040816 1.4105109873 0.3741597189
 28.5102040816 1.5387392589 0.3726449120
 28.5102040816 1.6669675305 0.3732234740
 28.5102040816 1.7951958021 0.3758500614
 28.5102040816 1.9234240736 0.3805258214
 28.5102040816 2.0516523452 0.3879420734
 28.5102040816 2.1798806168 0.3981738732
 28.5102040816 2.3081088884 0.4104880758
 28.5102040816 2.4363371599 0.4242556670
 28.5102040816 2.5645654315 0.4379889245
 28.5102040816 2.6927937031 0.4513255738
 28.5102040816 2.8210219747 0.4618177728
 28.5102040816 2.9492502462 0.4692323641
 28.5102040816 3.0774785178 0.4730495962
 28.5102040816 3.2057067894 0.4730495962
 28.5102040816 3.3339350610 0.4692323641
 28.5102040816 3.4621633325 0.4618177728
 28.5102040816 3.5903916041 0.4513255738
 28.5102040816 3.7186198757 0.4379889245
 28.5102040816 3.8468481473 0.4242556670
 28.5102040816 3.9750764188 0.4104880758
 28.5102040816 4.1033046904 0.3981738732
 28.5102040816 4.2315329620 0.3879420734
 28.5102040816 4.3597612336 0.3805258214
 28.5102040816 4.4879895051 0.3758500614
 28.5102040816 4.6162177767 0.3732234740
 28.5102040816 4.7444460483 0.3726449120
 28.5102040816 4.8726743199 0.3741597189
 28.5102040816 5.0009025914 0.3779083267
 28.5102040816 5.1291308630 0.3843885531
 28.5102040816 5.2573591346 0.3929626761
 28.5102040816 5.3855874062 0.4041649810
 28.5102040816 5.5138156777 0.4173729924
 28.5102040816 5.6420439493 0.4315769173
 28.5102040816 5.7702722209 0.4444856272
 28.5102040816 5.8985004925 0.4566903317
 28.5102040816 6.0267287640 0.4656842830
 28.5102040816 6.1549570356 0.4715029344
 28.5102040816 6.2831853072 0.4735549570
 32.4285714286 0.0000000000 0.5011052695
 32.4285714286 0.1282282716 0.4990770346
 32.4285714286 0.2564565432 0.4932917184
 32.4285714286 0.3846848147 0.4843682666
 32.4285714286 0.5129130863 0.4722329684
 32.4285714286 0.6411413579 0.4593610836
 32.4285714286 0.7693696295 0.4452343603
 32.4285714286 0.8975979010 0.4320472219
 32.4285714286 1.0258261726 0.4208892086
 32.4285714286 1.1540544442 0.4123898531
 32.4285714286 1.2822827158 0.4059658156
 32.4285714286 1.4105109873 0.4022517519
 32.4285714286 1.5387392589 0.4007694095
 32.4285714286 1.6669675305 0.4013451563
 32.4285714286 1.7951958021 0.4039576818
 32.4285714286 1.9234240736 0.4085497385
 32.4285714286 2.0516523452 0.4159263133
 32.4285714286 2.1798806168 0.4260881622
 32.4285714286 2.3081088884 0.4383397112
 32.4285714286 2.4363371599 0.4520680136
 32.4285714286 2.5645654315 0.4657539224
 32.4285714286 2.6927937031 0.4790283446
 32.4285714286 2.8210219747 0.4894393728
 32.4285714286 2.9492502462 0.4968120219
 32.4285714286 3.0774785178 0.5005939725
 32.4285714286 3.2057067894 0.5005939725
 32.4285714286 3.3339350610 0.4968120219
 32.4285714286 3.4621633325 0.4894393728
 32.4285714286 3.5903916041 0.4790283446
 32.4285714286 3.7186198757 0.4657539224
 32.4285714286 3.8468481473 0.4520680136
 32.4285714286 3.9750764188 0.4383397112
 32.4285714286 4.1033046904 0.4260881622
 32.4285714286 4.2315329620 0.4159263133
 32.4285714286 4.3597612336 0.4085497385
 32.4285714286 4.4879895051 0.4039576818
 32.4285714286 4.6162177767 0.4013451563
 32.4285714286 4.7444460483 0.4007694095
 32.4285714286 4.8726743199 0.4022517519
 32.4285714286 5.0009025914 0.4059658156
 32.4285714286 5.1291308630 0.4123898531
 32.4285714286 5.2573591346 0.4208892086
 32.4285714286 5.3855874062 0.4320472219
 32.4285714286 5.5138156777 0.4452343603
 32.4285714286 5.6420439493 0.4593610836
 32.4285714286 5.7702722209 0.4722329684
 32.4285714286 5.8985004925 0.4843682666
 32.4285714286 6.0267287640 0.4932917184
 32.4285714286 6.1549570356 0.4990770346
 32.4285714286 6.2831853072 0.5011052695
 36.3469387755 0.0000000000 0.5258600748
 36.3469387755 0.1282282716 0.5238558968
 36.3469387755 0.2564565432 0.5181174949
 36.3469387755 0.3846848147 0.5092792805
 36.3469387755 0.5129130863 0.4972443388
 36.3469387755 0.6411413579 0.4844578615
 36.3469387755 0.7693696295 0.4704433824
 36.3469387755 0.8975979010 0.4573216989
 36.3469387755 1.0258261726 0.4462357446
 36.3469387755 1.1540544442 0.4378283762
 36.3469387755 1.2822827158 0.4314754402
 36.3469387755 1.4105109873 0.4277975767
 36.3469387755 1.5387392589 0.4263537306
 36.3469387755 1.6669675305 0.4269187423
 36.3469387755 1.7951958021 0.4295145917
 36.3469387755 1.9234240736 0.4340200310
 36.3469387755 2.0516523452 0.4413403853
 36.3469387755 2.1798806168 0.4514075813
 36.3469387755 2.3081088884 0.4635662068
 36.3469387755 2.4363371599 0.4772114080
 36.3469387755 2.5645654315 0.4908024072
 36.3469387755 2.6927937031 0.5039810006
 36.3469387755 2.8210219747 0.5142864605
 36.3469387755 2.9492502462 0.5216034183
 36.3469387755 3.0774785178 0.5253419723
 36.3469387755 3.2057067894 0.5253419723
 36.3469387755 3.3339350610 0.5216034183
 36.3469387755 3.4621633325 0.5142864605
 36.3469387755 3.5903916041 0.5039810006
 36.3469387755 3.7186198757 0.4908024072
 36.3469387755 3.8468481473 0.4772114080
 36.3469387755 3.9750764188 0.4635662068
 36.3469387755 4.1033046904 0.4514075813
 36.3469387755 4.2315329620 0.4413403853
 36.3469387755 4.3597612336 0.4340200310
 36.3469387755 4.4879895051 0.4295145917
 36.3469387755 4.6162177767 0.4269187423
 36.3469387755 4.7444460483 0.4263537306
 36.3469387755 4.8726743199 0.4277975767
 36.3469387755 5.0009025914 0.4314754402
 36.3469387755 5.1291308630 0.4378283762
 36.3469387755 5.2573591346 0.4462357446
 36.3469387755 5.3855874062 0.4573216989
 36.3469387755 5.5138156777 0.4704433824
 36.3469387755 5.6420439493 0.4844578615
 36.3469387755 5.7702722209 0.4972443388
 36.3469387755 5.8985004925 0.5092792805
 36.3469387755 6.0267287640 0.5181174949
 36.3469387755 6.1549570356 0.5238558968
 36.3469387755 6.2831853072 0.5258600748
 40.2653061224 0.0000000000 0.5483282445
 40.2653061224 0.1282282716 0.5463554256
 40.2653061224 0.2564565432 0.5406876922
 40.2653061224 0.3846848147 0.5319614446
 40.2653061224 0.5129130863 0.5200712905
 40.2653061224 0.6411413579 0.5074139890
 40.2653061224 0.7693696295 0.4935628963
 40.2653061224 0.8975979010 0.4805557086
 40.2653061224 1.0258261726 0.4695895427
 40.2653061224 1.1540544442 0.4612983163
 40.2653061224 1.2822827158 0.4550379633
 40.2653061224 1.4105109873 0.4514123626
 40.2653061224 1.5387392589 0.4500026420
 40.2653061224 1.6669675305 0.4505603009
 40.2653061224 1.7951958021 0.4531278920
 40.2653061224 1.9234240736 0.4575346234
 40.2653061224 2.0516523452 0.4647697063
 40.2653061224 2.1798806168 0.4747135475
 40.2653061224 2.3081088884 0.4867327872
 40.2653061224 2.4363371599 0.5002438105
 40.2653061224 2.5645654315 0.5136929726
 40.2653061224 2.6927937031 0.5267245753
 40.2653061224 2.8210219747 0.5368926227
 40.2653061224 2.9492502462 0.5441254114
 40.2653061224 3.0774785178 0.5478064598
 40.2653061224 3.2057067894 0.5478064598
 40.2653061224 3.3339350610 0.5441254114
 40.2653061224 3.4621633325 0.5368926227
 40.2653061224 3.5903916041 0.5267245753
 40.2653061224 3.7186198757 0.5136929726
 40.2653061224 3.8468481473 0.5002438105
 40.2653061224 3.9750764188 0.4867327872
 40.2653061224 4.1033046904 0.4747135475
 40.2653061224 4.2315329620 0.4647697063
 40.2653061224 4.3597612336 0.4575346234
 40.2653061224 4.4879895051 0.4531278920
 40.2653061224 4.6162177767 0.4505603009
 40.2653061224 4.7444460483 0.4500026420
 40.2653061224 4.8726743199 0.4514123626
 40.2653061224 5.0009025914 0.4550379633
 40.2653061224 5.1291308630 0.4612983163
 40.2653061224 5.2573591346 0.4695895427
 40.2653061224 5.3855874062 0.4805557086
 40.2653061224 5.5138156777 0.4935628963
 40.2653061224 5.6420439493 0.5074139890
 40.2653061224 5.7702722209 0.5200712905
 40.2653061224 5.8985004925 0.5319614446
 40.2653061224 6.0267287640 0.5406876922
 40.2653061224 6.1549570356 0.5463554256
 40.2653061224 6.2831853072 0.5483282445
 44.1836734694 0.0000000000 0.5681799108
 44.1836734694 0.1282282716 0.5662419553
 44.1836734694 0.2564565432 0.5606512763
 44.1836734694 0.3846848147 0.5520509032
 44.1836734694 0.5129130863 0.5403228700
 44.1836734694 0.6411413579 0.5278166727
 44.1836734694 0.7693696295 0.5141500739
 44.1836734694 0.8975979010 0.5012861479
 44.1836734694 1.0258261726 0.4904578498
 44.1836734694 1.1540544442 0.4822940759
 44.1836734694 1.2822827158 0.4761295042
 44.1836734694 1.4105109873 0.4725588701
 44.1836734694 1.5387392589 0.4711866514
 44.1836734694 1.6669675305 0.4717343125
 44.1836734694 1.7951958021 0.4742672355
 44.1836734694 1.9234240736 0.4785797887
 44.1836734694 2.0516523452 0.4857197715
 44.1836734694 2.1798806168 0.4955218700
 44.1836734694 2.3081088884 0.5073863128
 44.1836734694 2.4363371599 0.5207369716
 44.1836734694 2.5645654315 0.5340188147
 44.1836734694 2.6927937031 0.5468843891
 44.1836734694 2.8210219747 0.5569007359
 44.1836734694 2.9492502462 0.5640381763
 44.1836734694 3.0774785178 0.5676597939
 44.1836734694 3.2057067894 0.5676597939
 44.1836734694 3.3339350610 0.5640381763
 44.1836734694 3.4621633325 0.5569007359
 44.1836734694 3.5903916041 0.5468843891
 44.1836734694 3.7186198757 0.5340188147
 44.1836734694 3.8468481473 0.5207369716
 44.1836734694 3.9750764188 0.5073863128
 44.1836734694 4.1033046904 0.4955218700
 44.1836734694 4.2315329620 0.4857197715
 44.1836734694 4.3597612336 0.4785797887
 44.1836734694 4.4879895051 0.4742672355
 44.1836734694 4.6162177767 0.4717343125
 44.1836734694 4.7444460483 0.4711866514
 44.1836734694 4.8726743199 0.4725588701
 44.1836734694 5.0009025914 0.4761295042
 44.1836734694 5.1291308630 0.4822940759
 44.1836734694 5.2573591346 0.4904578498
 44.1836734694 5.3855874062 0.5012861479
 44.1836734694 5.5138156777 0.5141500739
 44.1836734694 5.6420439493 0.5278166727
 44.1836734694 5.7702722209 0.5403228700
 44.1836734694 5.8985004925 0.5520509032
 44.1836734694 6.0267287640 0.5606512763
 44.1836734694 6.1549570356 0.5662419553
 44.1836734694 6.2831853072 0.5681799108
 48.4395075030 0.0000000000 0.5864887050
 48.4395075030 0.1282282716 0.5845970535
 48.4395075030 0.2564565432 0.5791162707
 48.4395075030 0.3846848147 0.5706879587
 48.4395075030 0.5129130863 0.5591895912
 48.4395075030 0.6411413579 0.5469095726
 48.4395075030 0.7693696295 0.5335014965
 48.4395075030 0.8975979010 0.5208578773
 48.4395075030 1.0258261726 0.5102309936
 48.4395075030 1.1540544442 0.5022404814
 48.4395075030 1.2822827158 0.4962097547
 48.4395075030 1.4105109873 0.4927154373
 48.4395075030 1.5387392589 0.4913844535
 48.4395075030 1.6669675305 0.4919205004
 48.4395075030 1.7951958021 0.4944042241
 48.4395075030 1.9234240736 0.4985979896
 48.4395075030 2.0516523452 0.5056007534
 48.4395075030 2.1798806168 0.5152077049
 48.4395075030 2.3081088884 0.5268450056
 48.4395075030 2.4363371599 0.5399587141
 48.4395075030 2.5645654315 0.5529989625
 48.4395075030 2.6927937031 0.5656227450
 48.4395075030 2.8210219747 0.5754312270
 48.4395075030 2.9492502462 0.5824300796
 48.4395075030 3.0774785178 0.5859730585
 48.4395075030 3.2057067894 0.5859730585
 48.4395075030 3.3339350610 0.5824300796
 48.4395075030 3.4621633325 0.5754312270
 48.4395075030 3.5903916041 0.5656227450
 48.4395075030 3.7186198757 0.5529989625
 48.4395075030 3.8468481473 0.5399587141
 48.4395075030 3.9750764188 0.5268450056
 48.4395075030 4.1033046904 0.5152077049
 48.4395075030 4.2315329620 0.5056007534
 48.4395075030 4.3597612336 0.4985979896
 48.4395075030 4.4879895051 0.4944042241
 48.4395075030 4.6162177767 0.4919205004
 48.4395075030 4.7444460483 0.4913844535
 48.4395075030 4.8726743199 0.4927154373
 48.4395075030 5.0009025914 0.4962097547
 48.4395075030 5.1291308630 0.5022404814
 48.4395075030 5.2573591346 0.5102309936
 48.4395075030 5.3855874062 0.5208578773
 48.4395075030 5.5138156777 0.5335014965
 48.4395075030 5.6420439493 0.5469095726
 48.4395075030 5.7702722209 0.5591895912
 48.4395075030 5.8985004925 0.5706879587
 48.4395075030 6.0267287640 0.5791162707
 48.4395075030 6.1549570356 0.5845970535
 48.4395075030 6.2831853072 0.5864887050
 53.2260543089 0.0000000000 0.6064849487
 53.2260543089 0.1282282716 0.6046336491
 53.2260543089 0.2564565432 0.5992569259
 53.2260543089 0.3846848147 0.5909944392
 53.2260543089 0.5129130863 0.5797146560
 53.2260543089 0.6411413579 0.5676525803
 53.2260543089 0.7693696295 0.5544931818
 53.2260543089 0.8975979010 0.5420598638
 53.2260543089 1.0258261726 0.5316241461
 53.2260543089 1.1540544442 0.5237986226
 53.2260543089 1.2822827158 0.5178943908
 53.2260543089 1.4105109873 0.5144707281
 53.2260543089 1.5387392589 0.5131820720
 53.2260543089 1.6669675305 0.5137038930
 53.2260543089 1.7951958021 0.5161424595
 53.2260543089 1.9234240736 0.5202236731
 53.2260543089 2.0516523452 0.5270962319
 53.2260543089 2.1798806168 0.5365168649
 53.2260543089 2.3081088884 0.5479390750
 53.2260543089 2.4363371599 0.5608254288
 53.2260543089 2.5645654315 0.5736317944
 53.2260543089 2.6927937031 0.5860252759
