collision_system: Pb+Pb
collision_energy: 5.02TeV
particle_type: Strange
centrality: 30-40%
  5.0000000000 5.6420439493 0.1950471548
  5.0000000000 5.7702722209 0.2046630413
  5.0000000000 5.8985004925 0.2140088353
  5.0000000000 6.0267287640 0.2212081465
  5.0000000000 6.1549570356 0.2258332846
  5.0000000000 6.2831853072 0.2274213808
  8.9183673469 0.0000000000 0.2702230281
  8.9183673469 0.1282282716 0.2684632062
  8.9183673469 0.2564565432 0.2635462165
  8.9183673469 0.3846848147 0.2558089727
  8.9183673469 0.5129130863 0.2455914825
  8.9183673469 0.6411413579 0.2350149171
  8.9183673469 0.7693696295 0.2229535859
  8.9183673469 0.8975979010 0.2123480156
  8.9183673469 1.0258261726 0.2031765404
  8.9183673469 1.1540544442 0.1957972529
  8.9183673469 1.2822827158 0.1901979556
  8.9183673469 1.4105109873 0.1869689925
  8.9183673469 1.5387392589 0.1855180907
  8.9183673469 1.6669675305 0.1860320948
  8.9183673469 1.7951958021 0.1881103605
  8.9183673469 1.9234240736 0.1925142629
  8.9183673469 2.0516523452 0.1986815227
  8.9183673469 2.1798806168 0.2074176532
  8.9183673469 2.3081088884 0.2176572653
  8.9183673469 2.4363371599 0.2289575587
  8.9183673469 2.5645654315 0.2402969224
  8.9183673469 2.6927937031 0.2514263750
  8.9183673469 2.8210219747 0.2603826199
  8.9183673469 2.9492502462 0.2665212994
  8.9183673469 3.0774785178 0.2699235609
  8.9183673469 3.2057067894 0.2699235609
  8.9183673469 3.3339350610 0.2665212994
  8.9183673469 3.4621633325 0.2603826199
  8.9183673469 3.5903916041 0.2514263750
  8.9183673469 3.7186198757 0.2402969224
  8.9183673469 3.8468481473 0.2289575587
  8.9183673469 3.9750764188 0.2176572653
  8.9183673469 4.1033046904 0.2074176532
  8.9183673469 4.2315329620 0.1986815227
  8.9183673469 4.3597612336 0.1925142629
  8.9183673469 4.4879895051 0.1881103605
  8.9183673469 4.6162177767 0.1860320948
  8.9183673469 4.7444460483 0.1855180907
  8.9183673469 4.8726743199 0.1869689925
  8.9183673469 5.0009025914 0.1901979556
  8.9183673469 5.1291308630 0.1957972529
  8.9183673469 5.2573591346 0.2031765404
  8.9183673469 5.3855874062 0.2123480156
  8.9183673469 5.5138156777 0.2229535859
  8.9183673469 5.6420439493 0.2350149171
  8.9183673469 5.7702722209 0.2455914825
  8.9183673469 5.8985004925 0.2558089727
  8.9183673469 6.0267287640 0.2635462165
  8.9183673469 6.1549570356 0.2684632062
  8.9183673469 6.2831853072 0.2702230281
 12.8367346939 0.0000000000 0.3220149679
 12.8367346939 0.1282282716 0.3201034354
 12.8367346939 0.2564565432 0.3147728903
 12.8367346939 0.3846848147 0.3063942647
 12.8367346939 0.5129130863 0.2952497502
 12.8367346939 0.6411413579 0.2836229001
 12.8367346939 0.7693696295 0.2705676818
 12.8367346939 0.8975979010 0.2588243502
 12.8367346939 1.0258261726 0.2487363663
 12.8367346939 1.1540544442 0.2407571199
 12.8367346939 1.2822827158 0.2347094046
 12.8367346939 1.4105109873 0.2312128613
 12.8367346939 1.5387392589 0.2296843823
 12.8367346939 1.6669675305 0.2302317778
 12.8367346939 1.7951958021 0.2325705001
 12.8367346939 1.9234240736 0.2371950313
 12.8367346939 2.0516523452 0.2439541922
 12.8367346939 2.1798806168 0.2534001970
 12.8367346939 2.3081088884 0.2646035206
 12.8367346939 2.4363371599 0.2769963458
 12.8367346939 2.5645654315 0.2894226148
 12.8367346939 2.6927937031 0.3015638510
 12.8367346939 2.8210219747 0.3112820062
 12.8367346939 2.9492502462 0.3180266565
 12.8367346939 3.0774785178 0.3216463469
 12.8367346939 3.2057067894 0.3216463469
 12.8367346939 3.3339350610 0.3180266565
 12.8367346939 3.4621633325 0.3112820062
 12.8367346939 3.5903916041 0.3015638510
 12.8367346939 3.7186198757 0.2894226148
 12.8367346939 3.8468481473 0.2769963458
 12.8367346939 3.9750764188 0.2646035206
 12.8367346939 4.1033046904 0.2534001970
 12.8367346939 4.2315329620 0.2439541922
 12.8367346939 4.3597612336 0.2371950313
 12.8367346939 4.4879895051 0.2325705001
 12.8367346939 4.6162177767 0.2302317778
 12.8367346939 4.7444460483 0.2296843823
 12.8367346939 4.8726743199 0.2312128613
 12.8367346939 5.0009025914 0.2347094046
 12.8367346939 5.1291308630 0.2407571199
 12.8367346939 5.2573591346 0.2487363663
 12.8367346939 5.3855874062 0.2588243502
 12.8367346939 5.5138156777 0.2705676818
 12.8367346939 5.6420439493 0.2836229001
 12.8367346939 5.7702722209 0.2952497502
 12.8367346939 5.8985004925 0.3063942647
 12.8367346939 6.0267287640 0.3147728903
 12.8367346939 6.1549570356 0.3201034354
 12.8367346939 6.2831853072 0.3220149679
 16.7551020408 0.0000000000 0.3678089436
 16.7551020408 0.1282282716 0.3658022552
 16.7551020408 0.2564565432 0.3602019433
 16.7551020408 0.3846848147 0.3514690035
 16.7551020408 0.5129130863 0.3397341417
 16.7551020408 0.6411413579 0.3274449776
 16.7551020408 0.7693696295 0.3137514194
 16.7551020408 0.8975979010 0.3012821857
 16.7551020408 1.0258261726 0.2906126410
 16.7551020408 1.1540544442 0.2822678291
 16.7551020408 1.2822827158 0.2759484736
 16.7551020408 1.4105109873 0.2722977754
 16.7551020408 1.5387392589 0.2707398082
 16.7551020408 1.6669675305 0.2713092034
 16.7551020408 1.7951958021 0.2737988335
 16.7551020408 1.9234240736 0.2785403715
 16.7551020408 2.0516523452 0.2856541969
 16.7551020408 2.1798806168 0.2955517400
 16.7551020408 2.3081088884 0.3073571520
 16.7551020408 2.4363371599 0.3204527993
 16.7551020408 2.5645654315 0.3335635005
 16.7551020408 2.6927937031 0.3463448804
 16.7551020408 2.8210219747 0.3565274749
 16.7551020408 2.9492502462 0.3636249042
 16.7551020408 3.0774785178 0.3673777474
 16.7551020408 3.2057067894 0.3673777474
 16.7551020408 3.3339350610 0.3636249042
 16.7551020408 3.4621633325 0.3565274749
 16.7551020408 3.5903916041 0.3463448804
 16.7551020408 3.7186198757 0.3335635005
 16.7551020408 3.8468481473 0.3204527993
 16.7551020408 3.9750764188 0.3073571520
 16.7551020408 4.1033046904 0.2955517400
 16.7551020408 4.2315329620 0.2856541969
 16.7551020408 4.3597612336 0.2785403715
 16.7551020408 4.4879895051 0.2737988335
 16.7551020408 4.6162177767 0.2713092034
 16.7551020408 4.7444460483 0.2707398082
 16.7551020408 4.8726743199 0.2722977754
 16.7551020408 5.0009025914 0.2759484736
 16.7551020408 5.1291308630 0.2822678291
 16.7551020408 5.2573591346 0.2906126410
 16.7551020408 5.3855874062 0.3012821857
 16.7551020408 5.5138156777 0.3137514194
 16.7551020408 5.6420439493 0.3274449776
 16.7551020408 5.7702722209 0.3397341417
 16.7551020408 5.8985004925 0.3514690035
 16.7551020408 6.0267287640 0.3602019433
 16.7551020408 6.1549570356 0.3658022552
 16.7551020408 6.2831853072 0.3678089436
 20.6734693878 0.0000000000 0.4076770936
 20.6734693878 0.1282282716 0.4056322695
 20.6734693878 0.2564565432 0.3998759850
 20.6734693878 0.3846848147 0.3909462246
 20.6734693878 0.5129130863 0.3788847307
 20.6734693878 0.6411413579 0.3661999096
 20.6734693878 0.7693696295 0.3521536070
 20.6734693878 0.8975979010 0.3392475524
 20.6734693878 1.0258261726 0.3282336399
 20.6734693878 1.1540544442 0.3197039047
 20.6734693878 1.2822827158 0.3132454963
 20.6734693878 1.4105109873 0.3095150678
 20.6734693878 1.5387392589 0.3079534483
 20.6734693878 1.6669675305 0.3085346008
 20.6734693878 1.7951958021 0.3111099601
 20.6734693878 1.9234240736 0.3158810547
 20.6734693878 2.0516523452 0.3232004423
 20.6734693878 2.1798806168 0.3333375282
 20.6734693878 2.3081088884 0.3454873230
 20.6734693878 2.4363371599 0.3589988839
 20.6734693878 2.5645654315 0.3725142250
 20.6734693878 2.6927937031 0.3856630571
 20.6734693878 2.8210219747 0.3960837276
 20.6734693878 2.9492502462 0.4033936791
 20.6734693878 3.0774785178 0.4072160423
 20.6734693878 3.2057067894 0.4072160423
 20.6734693878 3.3339350610 0.4033936791
 20.6734693878 3.4621633325 0.3960837276
 20.6734693878 3.5903916041 0.3856630571
 20.6734693878 3.7186198757 0.3725142250
 20.6734693878 3.8468481473 0.3589988839
 20.6734693878 3.9750764188 0.3454873230
 20.6734693878 4.1033046904 0.3333375282
 20.6734693878 4.2315329620 0.3232004423
 20.6734693878 4.3597612336 0.3158810547
 20.6734693878 4.4879895051 0.3111099601
 20.6734693878 4.6162177767 0.3085346008
 20.6734693878 4.7444460483 0.3079534483
 20.6734693878 4.8726743199 0.3095150678
 20.6734693878 5.0009025914 0.3132454963
 20.6734693878 5.1291308630 0.3197039047
 20.6734693878 5.2573591346 0.3282336399
 20.6734693878 5.3855874062 0.3392475524
 20.6734693878 5.5138156777 0.3521536070
 20.6734693878 5.6420439493 0.3661999096
 20.6734693878 5.7702722209 0.3788847307
 20.6734693878 5.8985004925 0.3909462246
 20.6734693878 6.0267287640 0.3998759850
 20.6734693878 6.1549570356 0.4056322695
 20.6734693878 6.2831853072 0.4076770936
 24.5918367347 0.0000000000 0.4422312475
 24.5918367347 0.1282282716 0.4401724746
 24.5918367347 0.2564565432 0.4343582624
 24.5918367347 0.3846848147 0.4253609734
 24.5918367347 0.5129130863 0.4131724092
 24.5918367347 0.6411413579 0.4003142581
 24.5918367347 0.7693696295 0.3861243149
 24.5918367347 0.8975979010 0.3729980943
 24.5918367347 1.0258261726 0.3618348707
 24.5918367347 1.1540544442 0.3532479755
 24.5918367347 1.2822827158 0.3467515167
 24.5918367347 1.4105109873 0.3429938399
 24.5918367347 1.5387392589 0.3414522258
 24.5918367347 1.6669675305 0.3420344601
 24.5918367347 1.7951958021 0.3446493761
 24.5918367347 1.9234240736 0.3493888291
 24.5918367347 2.0516523452 0.3567899612
 24.5918367347 2.1798806168 0.3670202710
 24.5918367347 2.3081088884 0.3793058916
 24.5918367347 2.4363371599 0.3930156742
 24.5918367347 2.5645654315 0.4067065363
 24.5918367347 2.6927937031 0.4200110379
 24.5918367347 2.8210219747 0.4305115704
 24.5918367347 2.9492502462 0.4379072856
 24.5918367347 3.0774785178 0.4417433028
 24.5918367347 3.2057067894 0.4417433028
 24.5918367347 3.3339350610 0.4379072856
 24.5918367347 3.4621633325 0.4305115704
 24.5918367347 3.5903916041 0.4200110379
 24.5918367347 3.7186198757 0.4067065363
 24.5918367347 3.8468481473 0.3930156742
 24.5918367347 3.9750764188 0.3793058916
 24.5918367347 4.1033046904 0.3670202710
 24.5918367347 4.2315329620 0.3567899612
 24.5918367347 4.3597612336 0.3493888291
 24.5918367347 4.4879895051 0.3446493761
 24.5918367347 4.6162177767 0.3420344601
 24.5918367347 4.7444460483 0.3414522258
 24.5918367347 4.8726743199 0.3429938399
 24.5918367347 5.0009025914 0.3467515167
 24.5918367347 5.1291308630 0.3532479755
 24.5918367347 5.2573591346 0.3618348707
 24.5918367347 5.3855874062 0.3729980943
 24.5918367347 5.5138156777 0.3861243149
 24.5918367347 5.6420439493 0.4003142581
 24.5918367347 5.7702722209 0.4131724092
 24.5918367347 5.8985004925 0.4253609734
 24.5918367347 6.0267287640 0.4343582624
 24.5918367347 6.1549570356 0.4401724746
 24.5918367347 6.2831853072 0.4422312475
 28.5102040816 0.0000000000 0.4726681864
 28.5102040816 0.1282282716 0.4706151467
 28.5102040816 0.2564565432 0.4647944443
 28.5102040816 0.3846848147 0.4557968631
 28.5102040816 0.5129130863 0.4435878064
 28.5102040816 0.6411413579 0.4306751196
 28.5102040816 0.7693696295 0.4164659644
 28.5102040816 0.8975979010 0.4032543339
 28.5102040816 1.0258261726 0.3920479162
 28.5102040816 1.1540544442 0.3834692028
 28.5102040816 1.2822827158 0.3769853928
 28.5102040816 1.4105109873 0.3732346446
 28.5102040816 1.5387392589 0.3717182558
 28.5102040816 1.6669675305 0.3722971644
 28.5102040816 1.7951958021 0.3749249779
 28.5102040816 1.9234240736 0.3796048258
 28.5102040816 2.0516523452 0.3870243577
 28.5102040816 2.1798806168 0.3972608156
 28.5102040816 2.3081088884 0.4095797557
 28.5102040816 2.4363371599 0.4233515799
 28.5102040816 2.5645654315 0.4370892524
 28.5102040816 2.6927937031 0.4504302226
 28.5102040816 2.8210219747 0.4609268546
 28.5102040816 2.9492502462 0.4683439556
 28.5102040816 3.0774785178 0.4721630015
 28.5102040816 3.2057067894 0.4721630015
 28.5102040816 3.3339350610 0.4683439556
 28.5102040816 3.4621633325 0.4609268546
 28.5102040816 3.5903916041 0.4504302226
 28.5102040816 3.7186198757 0.4370892524
 28.5102040816 3.8468481473 0.4233515799
 28.5102040816 3.9750764188 0.4095797557
 28.5102040816 4.1033046904 0.3972608156
 28.5102040816 4.2315329620 0.3870243577
 28.5102040816 4.3597612336 0.3796048258
 28.5102040816 4.4879895051 0.3749249779
 28.5102040816 4.6162177767 0.3722971644
 28.5102040816 4.7444460483 0.3717182558
 28.5102040816 4.8726743199 0.3732346446
 28.5102040816 5.0009025914 0.3769853928
 28.5102040816 5.1291308630 0.3834692028
 28.5102040816 5.2573591346 0.3920479162
 28.5102040816 5.3855874062 0.4032543339
 28.5102040816 5.5138156777 0.4164659644
 28.5102040816 5.6420439493 0.4306751196
 28.5102040816 5.7702722209 0.4435878064
 28.5102040816 5.8985004925 0.4557968631
 28.5102040816 6.0267287640 0.4647944443
 28.5102040816 6.1549570356 0.4706151467
 28.5102040816 6.2831853072 0.4726681864
 32.4285714286 0.0000000000 0.5000246273
 32.4285714286 0.1282282716 0.4979949193
 32.4285714286 0.2564565432 0.4922064003
 32.4285714286 0.3846848147 0.4832775221
 32.4285714286 0.5129130863 0.4711354410
 32.4285714286 0.6411413579 0.4582570917
 32.4285714286 0.7693696295 0.4441223433
 32.4285714286 0.8975979010 0.4309291444
 32.4285714286 1.0258261726 0.4197647735
 32.4285714286 1.1540544442 0.4112588878
 32.4285714286 1.2822827158 0.4048297639
 32.4285714286 1.4105109873 0.4011127047
 32.4285714286 1.5387392589 0.3996282837
 32.4285714286 1.6669675305 0.4002045389
 32.4285714286 1.7951958021 0.4028188590
 32.4285714286 1.9234240736 0.4074163348
 32.4285714286 2.0516523452 0.4147977526
 32.4285714286 2.1798806168 0.4249664283
 32.4285714286 2.3081088884 0.4372251953
 32.4285714286 2.4363371599 0.4509603419
 32.4285714286 2.5645654315 0.4646533269
 32.4285714286 2.6927937031 0.4779346247
 32.4285714286 2.8210219747 0.4883522838
 32.4285714286 2.9492502462 0.4957288772
 32.4285714286 3.0774785178 0.4995134746
 32.4285714286 3.2057067894 0.4995134746
 32.4285714286 3.3339350610 0.4957288772
 32.4285714286 3.4621633325 0.4883522838
 32.4285714286 3.5903916041 0.4779346247
 32.4285714286 3.7186198757 0.4646533269
 32.4285714286 3.8468481473 0.4509603419
 32.4285714286 3.9750764188 0.4372251953
 32.4285714286 4.1033046904 0.4249664283
 32.4285714286 4.2315329620 0.4147977526
 32.4285714286 4.3597612336 0.4074163348
 32.4285714286 4.4879895051 0.4028188590
 32.4285714286 4.6162177767 0.4002045389
 32.4285714286 4.7444460483 0.3996282837
 32.4285714286 4.8726743199 0.4011127047
 32.4285714286 5.0009025914 0.4048297639
 32.4285714286 5.1291308630 0.4112588878
 32.4285714286 5.2573591346 0.4197647735
 32.4285714286 5.3855874062 0.4309291444
 32.4285714286 5.5138156777 0.4441223433
 32.4285714286 5.6420439493 0.4582570917
 32.4285714286 5.7702722209 0.4711354410
 32.4285714286 5.8985004925 0.4832775221
 32.4285714286 6.0267287640 0.4922064003
 32.4285714286 6.1549570356 0.4979949193
 32.4285714286 6.2831853072 0.5000246273
 36.3469387755 0.0000000000 0.5246301883
 36.3469387755 0.1282282716 0.5226240166
 36.3469387755 0.2564565432 0.5168810652
 36.3469387755 0.3846848147 0.5080353514
 36.3469387755 0.5129130863 0.4959908037
 36.3469387755 0.6411413579 0.4831949824
 36.3469387755 0.7693696295 0.4691692394
 36.3469387755 0.8975979010 0.4560385524
 36.3469387755 1.0258261726 0.4449436077
 36.3469387755 1.1540544442 0.4365275871
 36.3469387755 1.2822827158 0.4301679426
 36.3469387755 1.4105109873 0.4264861256
 36.3469387755 1.5387392589 0.4250397640
 36.3469387755 1.6669675305 0.4256054199
 36.3469387755 1.7951958021 0.4282037283
 36.3469387755 1.9234240736 0.4327159066
 36.3469387755 2.0516523452 0.4400428805
 36.3469387755 2.1798806168 0.4501193390
 36.3469387755 2.3081088884 0.4622880390
 36.3469387755 2.4363371599 0.4759431806
 36.3469387755 2.5645654315 0.4895443400
 36.3469387755 2.6927937031 0.5027328339
 36.3469387755 2.8210219747 0.5130473996
 36.3469387755 2.9492502462 0.5203700089
 36.3469387755 3.0774785178 0.5241121336
 36.3469387755 3.2057067894 0.5241121336
 36.3469387755 3.3339350610 0.5203700089
 36.3469387755 3.4621633325 0.5130473996
 36.3469387755 3.5903916041 0.5027328339
 36.3469387755 3.7186198757 0.4895443400
 36.3469387755 3.8468481473 0.4759431806
 36.3469387755 3.9750764188 0.4622880390
 36.3469387755 4.1033046904 0.4501193390
 36.3469387755 4.2315329620 0.4400428805
 36.3469387755 4.3597612336 0.4327159066
 36.3469387755 4.4879895051 0.4282037283
 36.3469387755 4.6162177767 0.4256054199
 36.3469387755 4.7444460483 0.4250397640
 36.3469387755 4.8726743199 0.4264861256
 36.3469387755 5.0009025914 0.4301679426
 36.3469387755 5.1291308630 0.4365275871
 36.3469387755 5.2573591346 0.4449436077
 36.3469387755 5.3855874062 0.4560385524
 36.3469387755 5.5138156777 0.4691692394
 36.3469387755 5.6420439493 0.4831949824
 36.3469387755 5.7702722209 0.4959908037
 36.3469387755 5.8985004925 0.5080353514
 36.3469387755 6.0267287640 0.5168810652
 36.3469387755 6.1549570356 0.5226240166
 36.3469387755 6.2831853072 0.5246301883
 40.2653061224 0.0000000000 0.5469839061
 40.2653061224 0.1282282716 0.5450085923
 40.2653061224 0.2564565432 0.5393350113
 40.2653061224 0.3846848147 0.5305992278
 40.2653061224 0.5129130863 0.5186966990
 40.2653061224 0.6411413579 0.5060271568
 40.2653061224 0.7693696295 0.4921616410
 40.2653061224 0.8975979010 0.4791424878
 40.2653061224 1.0258261726 0.4681647713
 40.2653061224 1.1540544442 0.4598628395
 40.2653061224 1.2822827158 0.4535942354
 40.2653061224 1.4105109873 0.4499637895
 40.2653061224 1.5387392589 0.4485511129
 40.2653061224 1.6669675305 0.4491095767
 40.2653061224 1.7951958021 0.4516802742
 40.2653061224 1.9234240736 0.4560949299
 40.2653061224 2.0516523452 0.4633383557
 40.2653061224 2.1798806168 0.4732938498
 40.2653061224 2.3081088884 0.4853259634
 40.2653061224 2.4363371599 0.4988499970
 40.2653061224 2.5645654315 0.5123124014
 40.2653061224 2.6927937031 0.5253568726
 40.2653061224 2.8210219747 0.5355364521
 40.2653061224 2.9492502462 0.5427765748
 40.2653061224 3.0774785178 0.5464620517
 40.2653061224 3.2057067894 0.5464620517
 40.2653061224 3.3339350610 0.5427765748
 40.2653061224 3.4621633325 0.5355364521
 40.2653061224 3.5903916041 0.5253568726
 40.2653061224 3.7186198757 0.5123124014
 40.2653061224 3.8468481473 0.4988499970
 40.2653061224 3.9750764188 0.4853259634
 40.2653061224 4.1033046904 0.4732938498
 40.2653061224 4.2315329620 0.4633383557
 40.2653061224 4.3597612336 0.4560949299
 40.2653061224 4.4879895051 0.4516802742
 40.2653061224 4.6162177767 0.4491095767
 40.2653061224 4.7444460483 0.4485511129
 40.2653061224 4.8726743199 0.4499637895
 40.2653061224 5.0009025914 0.4535942354
 40.2653061224 5.1291308630 0.4598628395
 40.2653061224 5.2573591346 0.4681647713
 40.2653061224 5.3855874062 0.4791424878
 40.2653061224 5.5138156777 0.4921616410
 40.2653061224 5.6420439493 0.5060271568
 40.2653061224 5.7702722209 0.5186966990
 40.2653061224 5.8985004925 0.5305992278
 40.2653061224 6.0267287640 0.5393350113
 40.2653061224 6.1549570356 0.5450085923
 40.2653061224 6.2831853072 0.5469839061
 44.1836734694 0.0000000000 0.5667488924
 44.1836734694 0.1282282716 0.5648080050
 44.1836734694 0.2564565432 0.5592102265
 44.1836734694 0.3846848147 0.5505984184
 44.1836734694 0.5129130863 0.5388553835
 44.1836734694 0.6411413579 0.5263341460
 44.1836734694 0.7693696295 0.5126501212
 44.1836734694 0.8975979010 0.4997713522
 44.1836734694 1.0258261726 0.4889290609
 44.1836734694 1.1540544442 0.4807526911
 44.1836734694 1.2822827158 0.4745784195
 44.1836734694 1.4105109873 0.4710021182
 44.1836734694 1.5387392589 0.4696266004
 44.1836734694 1.6669675305 0.4701752086
 44.1836734694 1.7951958021 0.4727118185
 44.1836734694 1.9234240736 0.4770333568
 44.1836734694 2.0516523452 0.4841833083
 44.1836734694 2.1798806168 0.4939992773
 44.1836734694 2.3081088884 0.5058792579
 44.1836734694 2.4363371599 0.5192459030
 44.1836734694 2.5645654315 0.5325439325
 44.1836734694 2.6927937031 0.5454252367
 44.1836734694 2.8210219747 0.5554553720
 44.1836734694 2.9492502462 0.5626017395
 44.1836734694 3.0774785178 0.5662286087
 44.1836734694 3.2057067894 0.5662286087
 44.1836734694 3.3339350610 0.5626017395
 44.1836734694 3.4621633325 0.5554553720
 44.1836734694 3.5903916041 0.5454252367
 44.1836734694 3.7186198757 0.5325439325
 44.1836734694 3.8468481473 0.5192459030
 44.1836734694 3.9750764188 0.5058792579
 44.1836734694 4.1033046904 0.4939992773
 44.1836734694 4.2315329620 0.4841833083
 44.1836734694 4.3597612336 0.4770333568
 44.1836734694 4.4879895051 0.4727118185
 44.1836734694 4.6162177767 0.4701752086
 44.1836734694 4.7444460483 0.4696266004
 44.1836734694 4.8726743199 0.4710021182
 44.1836734694 5.0009025914 0.4745784195
 44.1836734694 5.1291308630 0.4807526911
 44.1836734694 5.2573591346 0.4889290609
 44.1836734694 5.3855874062 0.4997713522
 44.1836734694 5.5138156777 0.5126501212
 44.1836734694 5.6420439493 0.5263341460
 44.1836734694 5.7702722209 0.5388553835
 44.1836734694 5.8985004925 0.5505984184
 44.1836734694 6.0267287640 0.5592102265
 44.1836734694 6.1549570356 0.5648080050
 44.1836734694 6.2831853072 0.5667488924
 48.4395075030 0.0000000000 0.5849882657
 48.4395075030 0.1282282716 0.5830932456
 48.4395075030 0.2564565432 0.5776041690
 48.4395075030 0.3846848147 0.5691625922
 48.4395075030 0.5129130863 0.5576466663
 48.4395075030 0.6411413579 0.5453489025
 48.4395075030 0.7693696295 0.5319204973
 48.4395075030 0.8975979010 0.5192592439
 48.4395075030 1.0258261726 0.5086159881
 48.4395075030 1.1540544442 0.5006110872
 48.4395075030 1.2822827158 0.4945693106
 48.4395075030 1.4105109873 0.4910685482
 48.4395075030 1.5387392589 0.4897339206
 48.4395075030 1.6669675305 0.4902710481
 48.4395075030 1.7951958021 0.4927590493
 48.4395075030 1.9234240736 0.4969627631
 48.4395075030 2.0516523452 0.5039770571
 48.4395075030 2.1798806168 0.5135999979
 48.4395075030 2.3081088884 0.5252554053
 48.4395075030 2.4363371599 0.5383879752
 48.4395075030 2.5645654315 0.5514472869
 48.4395075030 2.6927937031 0.5640895528
 48.4395075030 2.8210219747 0.5739140136
 48.4395075030 2.9492502462 0.5809233403
 48.4395075030 3.0774785178 0.5844723339
 48.4395075030 3.2057067894 0.5844723339
 48.4395075030 3.3339350610 0.5809233403
 48.4395075030 3.4621633325 0.5739140136
 48.4395075030 3.5903916041 0.5640895528
 48.4395075030 3.7186198757 0.5514472869
 48.4395075030 3.8468481473 0.5383879752
 48.4395075030 3.9750764188 0.5252554053
 48.4395075030 4.1033046904 0.5135999979
 48.4395075030 4.2315329620 0.5039770571
 48.4395075030 4.3597612336 0.4969627631
 48.4395075030 4.4879895051 0.4927590493
 48.4395075030 4.6162177767 0.4902710481
 48.4395075030 4.7444460483 0.4897339206
 48.4395075030 4.8726743199 0.4910685482
 48.4395075030 5.0009025914 0.4945693106
 48.4395075030 5.1291308630 0.5006110872
 48.4395075030 5.2573591346 0.5086159881
 48.4395075030 5.3855874062 0.5192592439
 48.4395075030 5.5138156777 0.5319204973
 48.4395075030 5.6420439493 0.5453489025
 48.4395075030 5.7702722209 0.5576466663
 48.4395075030 5.8985004925 0.5691625922
 48.4395075030 6.0267287640 0.5776041690
 48.4395075030 6.1549570356 0.5830932456
 48.4395075030 6.2831853072 0.5849882657
 53.2260543089 0.0000000000 0.6049368262
 53.2260543089 0.1282282716 0.6030817264
 53.2260543089 0.2564565432 0.5976954923
 53.2260543089 0.3846848147 0.5894179123
 53.2260543089 0.5129130863 0.5781180200
 53.2260543089 0.6411413579 0.5660354859
 53.2260543089 0.7693696295 0.5528528247
 53.2260543089 0.8975979010 0.5403990186
 53.2260543089 1.0258261726 0.5299445547
 53.2260543089 1.1540544442 0.5221028737
 53.2260543089 1.2822827158 0.5161862732
 53.2260543089 1.4105109873 0.5127553953
 53.2260543089 1.5387392589 0.5114628217
 53.2260543089 1.6669675305 0.5119858383
 53.2260543089 1.7951958021 0.5144292506
 53.2260543089 1.9234240736 0.5185212996
 53.2260543089 2.0516523452 0.5254069366
 53.2260543089 2.1798806168 0.5348456965
 53.2260543089 2.3081088884 0.5462885565
 53.2260543089 2.4363371599 0.5591967120
 53.2260543089 2.5645654315 0.5720250234
 53.2260543089 2.6927937031 0.5844397807
 53.2260543089 2.8210219747 0.5940677733
 53.2260543089 2.9492502462 0.6009487498
 53.2260543089 3.0774785178 0.6044225570
 53.2260543089 3.2057067894 0.6044225570
 53.2260543089 3.3339350610 0.6009487498
